Office Type,Name,State_abbrev,State_num,Congressional_District,Total_Population,Race_White,Race_Black,Race_AmerInd,Race_Asian,Race_PacIsl,Race_Other,Race_TwoOrMore,Agg_Household_Income,Inc_Pov_Ratio_below_50,Inc_Pov_Ratio_50_74,Inc_Pov_Ratio_75_99,Inc_Pov_Ratio_100_124,Inc_Pov_Ratio_125_149,Inc_Pov_Ratio_150_174,Inc_Pov_Ratio_175_184,Inc_Pov_Ratio_185_199,Inc_Pov_Ratio_200_299,Inc_Pov_Ratio_300_399,Inc_Pov_Ratio_400_499,Inc_Pov_Ratio_above_500,Age_18_19,Age_20,Age_21,Age_22_24,Age_25_29,Age_30_34,Age_35_39,Age_40_44,Age_45_49,Age_50_54,Age_55_59,Age_60_61,Age_62_64,Age_65_66,Age_67_69,Age_70_74,Age_75_79,Age_80_84,Age_85_over,lean_magnitude,lean_party,battleground,Emily Endorsed?,Guns Sense Candidate?,Biden Endorsed?,Warren Endorsed? ,Sanders Endorsed?,Our Revolution Endorsed?,Justice Dems Endorsed?,PCCC Endorsed?,Indivisible Endorsed?,WFP Endorsed?,VoteVets Endorsed?,No Labels Support?,Trump Endorsed?,Bannon Endorsed?,Great America Endorsed?,NRA Endorsed?,Right to Life Endorsed?,Susan B. Anthony Endorsed?,Club for Growth Endorsed?,Koch Support?,House Freedom Support?,Tea Party Endorsed?,Main Street Endorsed?,Chamber Endorsed?
Representative,Virginia,VA,51,1,813878,586080,132600,2333,27329,377,30862,34297,30682642900,25927,13426,13651,19037,21321,19996,7934,19016,105064,107976,103543,340325,20541,11189,8803,31775,49906,51516,51238,52044,55361,55120,58718,19264,30016,16260,26179,32178,22890,15350,11055,16.99,R,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Representative,Virginia,VA,51,10,862308,592714,57551,1581,138104,682,27634,44042,46637875500,14629,6398,13737,14076,15625,23524,5586,10965,69603,84180,82586,513613,20183,6908,8300,30503,44084,49008,65891,65555,66691,64220,57026,21692,26398,16327,22167,27375,20581,11149,10804,1.55,D,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Representative,Virginia,VA,51,11,798464,454640,103443,3018,139120,803,47068,50372,37181718300,29281,12510,15390,15013,21543,23585,10502,12968,84642,83860,81079,399223,22914,9132,10856,31766,56458,56097,59604,56560,58047,55165,51315,19001,25779,14814,19569,24401,16683,10631,9737,30.25,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Representative,Virginia,VA,51,2,743410,491633,149840,2357,44229,479,18438,36434,26032405300,31506,11807,18500,17399,20195,29303,9168,16847,112048,109329,99310,231407,20961,13819,13408,35667,62735,55234,45681,46181,42669,43227,48882,19736,24835,15196,24364,27264,18590,12494,14337,7.79,R,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Representative,Virginia,VA,51,4,747291,395229,306710,1588,13221,343,7770,22430,22626406300,54596,23409,28642,22889,30747,32849,9655,24773,112025,101624,69935,204868,22039,9943,9198,29821,60098,54278,50687,44532,45863,52001,51865,20917,30404,17216,23524,29531,18834,12937,13086,16.91,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Representative,Virginia,VA,51,5,739410,554054,140674,1832,14640,145,3402,24663,23096006500,45402,24535,31981,31777,26323,32796,11326,18563,125918,95198,75307,185648,25071,11622,11066,26440,42036,42411,44677,39776,45693,48647,54024,22237,30350,19885,28518,38560,27017,19180,17180,14.35,R,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Representative,Virginia,VA,51,6,755437,624793,86070,1610,12942,101,6810,23111,20881325200,49213,26158,25257,31697,34705,36195,13515,16954,134558,110518,75764,166284,32503,15257,13841,30383,44618,46732,42772,39860,45970,48075,50216,21452,30172,19176,26354,34209,26231,17672,17516,27.72,R,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Representative,Virginia,VA,51,7,812385,563699,155347,1925,40821,448,18065,32080,29809133900,26185,13614,27379,22582,24805,29210,11347,12860,118271,119021,100274,293768,19561,9807,10302,28054,48358,52624,54618,54112,54669,54961,55655,17545,33837,19541,24390,33422,22656,14633,13592,12.59,R,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Representative,Virginia,VA,51,8,795467,503803,121753,1744,91310,949,37495,38413,46251662100,23292,16264,19610,19357,24878,21341,7252,16631,66763,81258,69548,421345,12634,6027,7149,34266,70052,80452,77252,56034,53750,47800,46158,18103,23552,14323,17843,24424,16295,11421,12418,42.58,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Representative,Virginia,VA,51,9,704831,640740,36880,1624,11649,648,3036,10254,16135646400,72218,31393,32283,34629,29306,38410,16471,25143,126736,92479,62285,109873,26038,14785,12990,26411,42960,38477,38218,37486,47049,45884,50194,20369,29449,18378,27960,37568,27923,17090,16901,41.82,R,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Representative,Vermont,VT,50,1,626299,589337,7621,1743,11859,139,2815,12785,20782779100,28406,16286,21321,20067,18901,27922,6146,16332,100776,91046,76680,177378,21469,11671,9080,22728,38651,36407,36873,33240,38397,42298,47049,19275,29759,18940,24188,32627,21829,13142,13149,24.2,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Representative,Washington,WA,53,1,768363,594158,10649,9426,92675,1210,25332,34913,36714866500,23041,11058,16619,9373,12446,21199,7086,15201,82034,102597,74147,385125,14504,6110,6703,20248,53543,58550,63981,50504,54736,50678,53179,20924,28193,16545,21292,27538,15626,10332,10330,10.67,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Representative,Washington,WA,53,10,756028,544535,49610,8849,53693,13657,25695,59989,23964929200,40065,13801,17682,29385,30583,26893,12287,17920,123747,132444,88970,209295,17518,11256,9403,32219,65494,56117,54385,42089,45470,43714,44197,17880,27092,15945,21698,27976,19986,11663,13541,8.87,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Representative,Washington,WA,53,3,743322,638152,9261,8275,23483,5570,17874,40707,24574670800,35995,16433,17908,30146,26067,27564,9331,24819,128888,118588,84569,214361,16870,8039,6928,25564,47332,47125,47220,48134,48137,46639,49682,20329,31509,18314,25931,35742,21757,14712,12302,9.29,R,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Representative,Washington,WA,53,4,735031,552489,11227,19925,13040,559,107163,30628,18371558800,40674,25777,33178,46209,45428,37873,13555,27294,130236,107874,67522,148298,19956,7377,8671,28559,51670,48913,47751,42646,42253,38988,40391,15451,26290,16122,19023,28435,17952,11711,10744,26.26,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Representative,Washington,WA,53,5,725964,631506,11197,12465,18559,3826,14465,33946,21180815300,45142,22894,29219,36956,31040,34748,13583,19802,123507,101408,85395,155447,26413,11165,15448,28851,54421,46850,46151,39154,39432,41796,49113,19687,27572,15987,22799,36135,22962,14525,13433,15.79,R,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Representative,Washington,WA,53,6,731742,592326,23020,13441,32278,5372,10233,55072,26010816500,32640,21986,19734,19628,21199,34620,10794,16248,120807,93755,84307,237118,14825,6456,8197,29836,50427,50073,49260,39910,43770,42405,53219,20868,31689,22632,28756,41302,27796,13103,14005,9.37,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Representative,Washington,WA,53,7,799589,579901,32500,3442,104256,2594,22680,54216,46367088400,35326,15204,24260,17173,15361,15854,6318,12449,76580,95458,69412,397492,18920,11518,10239,37935,95291,84600,67153,54398,49508,46939,43680,16606,24558,17405,23705,30137,17529,10703,14641,63.17,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Representative,Washington,WA,53,8,754721,560125,23330,8189,71094,4732,39906,47345,31623054100,22768,16834,22254,18584,17239,22228,9282,17305,100245,91415,87531,322435,18716,9780,8165,20216,42160,52336,50970,51656,52047,54604,57037,22619,28332,16290,20067,26795,18584,10831,10286,1.26,R,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0
Representative,Washington,WA,53,9,765285,367222,97348,5106,178518,12410,55554,49127,33291083600,38274,20884,24827,17522,21854,28253,7673,17609,112017,92311,84487,290180,15453,8712,9295,28070,68972,65739,59682,53265,53415,46676,47399,17350,24249,14752,18018,25550,16750,12892,15070,40.57,D,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Representative,Wisconsin,WI,55,1,717716,628476,40798,1898,13495,262,13767,19020,23877579100,30781,13923,20505,21144,24554,25093,13805,15070,114432,104487,88887,227942,16772,8044,7208,25070,42575,40458,47566,42623,47075,53627,55951,22449,27959,17751,23421,28722,19410,15144,14128,11.49,R,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Representative,Wisconsin,WI,55,3,724568,674388,7846,3486,17386,142,7457,13863,21000664400,41579,20057,22308,30200,24906,30447,12318,18354,126037,119605,90505,158038,26353,14682,17506,32956,43238,41524,43234,37312,40865,45281,51177,19906,30619,18704,23747,32279,23484,15368,16324,2.56,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Representative,Wisconsin,WI,55,4,710573,351094,234575,3294,31139,268,59336,30867,17894249000,64525,36078,58128,45904,33535,34703,14559,22196,117215,86668,58402,121191,23082,12749,9763,31508,63734,53905,50325,39670,39724,39807,38905,17836,24096,13520,18134,21221,13201,8651,12267,48.74,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Representative,West Virginia,WV,54,1,606136,569483,16341,833,5765,13,1988,11713,15696908300,47469,22673,23657,34938,27586,25551,13765,16436,103195,83052,56243,128819,19211,10021,10539,23860,39662,35014,36900,34859,37901,38130,43061,16452,25008,14522,25452,29716,21911,14498,14120,30.43,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Representative,West Virginia,WV,54,2,624120,571744,28834,1352,5377,269,3319,13225,17080413600,33671,31543,32843,32155,27010,30162,12920,16383,114965,84974,62403,131604,14210,7926,5997,20761,37609,35691,37964,37788,39654,43738,44940,17512,27929,19396,25868,27663,20548,13895,12985,25.39,R,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Representative,West Virginia,WV,54,3,575576,538546,23504,444,2317,169,1123,9473,12558654000,51611,31935,36786,36502,32087,34338,14267,15480,106943,73826,48704,76980,14645,7017,8283,19356,31497,29529,32046,39246,37506,36180,39448,19185,25116,17145,25291,30237,22197,12658,13114,37.33,R,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
